testId,gameName,component,baselineSelection,baselineSimulation,baselineBackprop,baselineFinalMove,variantSelection,variantSimulation,variantBackprop,variantFinalMove,moveTimeSeconds,gamesPerMatchup,maxMoves,usesHeuristic,variantWins,baselineWins,draws,failures,completedGames,attemptedGames,averageMoves,lastError
T1620,"Six Insect Game",FULL,UCB1,Random,MonteCarlo,Robust,ExIt,NST,Heuristic,MaxAvgScore,2.000000,100,2000,1,0,100,0,0,100,100,130.7200,
